"Reivew ID","Author Name","Picture Link","Profile Link","Content","Localized Content","Rating","Review Highlights","Date","Language"
"1419475624618682897","Valeria","https://a0.muscache.com/im/pictures/user/User/original/febae921-c5b4-453a-8578-bbef28dd5f8f.jpeg","https://www.airbnb.com.ua/users/show/694187182","Помешкання невелике, але затишне. Хороший район, поряд є все необхідне і навіть більше) В квартирі було все для комфортного перебування. Мені все сподобалось.","The place is small but cozy. Nice neighborhood, close to everything you need and even more) The apartment had everything for a comfortable stay. I loved it.",5,"Stayed a few nights","2025-05-12 15:04","UK"
"1413653162289201643","Iryna","https://a0.muscache.com/im/pictures/user/User-20430866/original/39ca1362-c7a9-4e22-82ec-e0619afe4d6e.jpeg","https://www.airbnb.com.ua/users/show/20430866","Чудовий досвід! Господарі - дружелюбні, завжди на зв’язку, готові допомогти! Гарна квартира, самостійне заселення - все супер, дякуємо 😊","Great experience! Hosts are friendly, always available, ready to help! Nice apartment, self check-in - everything is super, thank you 😊",5,"Stayed a few nights","2025-05-04 14:16","UK"
"1403584494648288328","Anastasiia","https://a0.muscache.com/im/Portrait/Avatars/messaging/b3e03835-ade9-4eb7-a0bb-2466ab9a534d.jpg?im_t=A&im_w=240&im_f=airbnb-cereal-medium.ttf&im_c=ffffff","https://www.airbnb.com.ua/users/show/567325349","Дякую, все дуже гарно","Thank you, everything is very nice",5,"Stayed about a week","2025-04-20 16:51","UK"
"1393365319383808170","Alina","https://a0.muscache.com/im/pictures/user/452f48e3-820f-48b5-8667-26cc6fbfdc7c.jpg","https://www.airbnb.com.ua/users/show/445464793","Знімала приміщення не один раз, дуже сподобалось, все було чудово)))","I rented the room more than once, I really liked it, everything was great)))",5,"Stayed about a week","2025-04-06 14:28","UK"
"1375285660104476966","Vira","https://a0.muscache.com/im/pictures/user/User/original/6bfcaec8-d99d-4ba9-b59e-f6796f961af6.jpeg","https://www.airbnb.com.ua/users/show/401178620","Гарне помешкання,все поряд. Господарі дуже чуйні та завжди швидко відповідають якщо є питання . Квартира затишна та чиста, все є потрібне для проживання👍 Ціна також приємна . Я задоволена 👍","Nice place,everything is nearby. Hosts are very responsive and always quick to respond if you have any questions . The apartment is cozy and clean, everything you need for your stay👍 The price is also pleasant . I am satisfied 👍",5,"Stayed about a week","2025-03-12 14:47","UK"
"1369448850898563768","Vira","https://a0.muscache.com/im/pictures/user/User/original/6bfcaec8-d99d-4ba9-b59e-f6796f961af6.jpeg","https://www.airbnb.com.ua/users/show/401178620","Дуже зручне розташування , поряд магазини , кафе , банк та інші структури. Легко заселилися після вказівок , квартира чиста тепла та затишна .","Very convenient location , close to shops , cafes , bank and other structures. Easy to check in after instructions , the apartment is clean and cozy .",5,"Stayed a few nights","2025-03-04 13:30","UK"
"1364413652214267196","Andrey","https://a0.muscache.com/im/pictures/user/79c0a79b-0fb3-46bf-bbd9-e022c836b7d6.jpg","https://www.airbnb.com.ua/users/show/38309283","Супер ребята, отлично заселились, комфортно разместились) Район суперский! Спасибо огромное за помощь, адекватное отношение и теплый прием👌","Super guys, checked in perfectly, settled in comfortably) The neighborhood is super! Thanks so much for the help, appropriate attitude and warm welcome👌",5,"Stayed over a week","2025-02-25 14:46","RU"
"1320258962074345947","Dmytro","https://a0.muscache.com/im/pictures/user/User-359187567/original/6b65e047-2286-47ce-a393-bbc3a18a40f2.jpeg","https://www.airbnb.com.ua/users/show/359187567","We stayed here for the second time and are extremely satisfied. The host is very responsive and friendly, the apartment is spotlessly clean and wonderful. Highly recommended!","",5,"Stayed a few nights","2024-12-26 16:38","EN"
"1318047740253593058","Alina","https://a0.muscache.com/im/pictures/user/452f48e3-820f-48b5-8667-26cc6fbfdc7c.jpg","https://www.airbnb.com.ua/users/show/445464793","Хороша квартира як для одного чи двох людей, дуже комфортна локація, все поруч. Сподобалось те що квартира дуже чистенька, а також те що власник квартири дуже привітний та завжди був на звязку)","Nice apartment as for one or two people, very comfortable location, everything is nearby. I liked the fact that the apartment is very clean, and also that the owner of the apartment is very friendly and always in touch)",5,"Stayed about a week","2024-12-23 15:25","UK"
"1312230166800465882","Yana","https://a0.muscache.com/im/pictures/user/5f05bcaf-3bec-42ef-be44-de8dafdf92d0.jpg","https://www.airbnb.com.ua/users/show/342894483","Чудове помешкання чудових господарів. <br/>Дуже затишна квартира, є все необхідне, фото і опис відповідають дійсності. Зручне розташування, поруч багато магазинів, аптек, кафе, поруч зупинка громадського транспорту. <br/>Комунікація з господарями була на найвищому рівні - швидко відповідали на питання, надали всю необхідну інформацію, намагались створити максимально затишні умови перебування. <br/>Дуже задоволена, рекомендую!","Great place for great hosts. <br/>Very cozy apartment, has everything you need, photos and description are true. Convenient location, close to many shops, pharmacies, cafes, public transport stop nearby. <br/>Communication with the hosts was at the highest level - quickly answered questions, provided all the necessary information, tried to create the most cozy conditions of the stay. <br/>Very satisfied, I recommend it!",5,"Stayed a few nights","2024-12-15 14:47","UK"
